unit_id,building_id,unit_number,floor_plan,beds,baths,sqft,floor,gross_rent,net_effective_rent,lease_term,available_date,concession,default_people,max_people,share_plan_type,rent_step_difference,space_1_name,space_2_name,space_3_name,security_deposit_amount,broker_fee_amount,amenity_fee_amount,utilities_estimate_monthly,source_url,source_last_checked,verification_status,verification_notes
newport_rentals-beach_1924,newport_rentals,Beach 1924,Studio 1B,0,1,513,,3812,,12 months,6/6/2026,Unit address: 180 River Drive,1,1,whole_unit,,Whole studio,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/beach/residence-1924/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-beach_2020,newport_rentals,Beach 2020,2B2B,2,2,930,,6041,,12 months,6/20/2026,Unit address: 180 River Drive,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/beach/residence-2020/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-beach_2122,newport_rentals,Beach 2122,1B1B,1,1,723,,4741,,12 months,6/2/2026,Unit address: 180 River Drive,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/beach/residence-2122/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-beach_2124,newport_rentals,Beach 2124,Studio 1B,0,1,513,,3822,,12 months,6/30/2026,Unit address: 180 River Drive,1,1,whole_unit,,Whole studio,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/beach/residence-2124/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-beach_2226,newport_rentals,Beach 2226,2B2B,2,2,1166,,7436,,12 months,8/11/2026,Unit address: 180 River Drive,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/beach/residence-2226/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-bisby_326,newport_rentals,Bisby 326,Studio 1B,0,1,484,,3607,,12 months,6/28/2026,Unit address: 30 Park Lane North,1,1,whole_unit,,Whole studio,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/bisby/residence-326/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-bisby_426,newport_rentals,Bisby 426,Studio 1B,0,1,484,,3612,,12 months,6/15/2026,Unit address: 30 Park Lane North,1,1,whole_unit,,Whole studio,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/bisby/residence-426/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-bisby_428,newport_rentals,Bisby 428,Studio 1B,0,1,484,,3612,,12 months,7/7/2026,Unit address: 30 Park Lane North,1,1,whole_unit,,Whole studio,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/bisby/residence-428/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-bisby_507,newport_rentals,Bisby 507,1B1B,1,1,780,,4656,,12 months,Now,Unit address: 30 Park Lane North,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/bisby/residence-507/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-bisby_518,newport_rentals,Bisby 518,Studio 1B,0,1,484,,3617,,12 months,7/28/2026,Unit address: 30 Park Lane North,1,1,whole_unit,,Whole studio,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/bisby/residence-518/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-bisby_801,newport_rentals,Bisby 801,2B2B,2,2,1267,,6936,,12 months,7/3/2026,Unit address: 30 Park Lane North,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/bisby/residence-801/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-bisby_802,newport_rentals,Bisby 802,2B2B,2,2,1267,,6731,,12 months,7/4/2026,Unit address: 30 Park Lane North,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/bisby/residence-802/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-bisby_805,newport_rentals,Bisby 805,1B1B,1,1,773,,4621,,12 months,5/30/2026,Unit address: 30 Park Lane North,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/bisby/residence-805/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-bisby_807,newport_rentals,Bisby 807,1B1B,1,1,780,,4646,,12 months,7/17/2026,Unit address: 30 Park Lane North,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/bisby/residence-807/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-bisby_808,newport_rentals,Bisby 808,2B2B,2,2,1266,,6831,,12 months,Now,Unit address: 30 Park Lane North,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/bisby/residence-808/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-bisby_906,newport_rentals,Bisby 906,1B1B,1,1,795,,4571,,12 months,6/8/2026,Unit address: 30 Park Lane North,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/bisby/residence-906/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-bisby_1416,newport_rentals,Bisby 1416,3B3B,3,3,1701,,9799,,12 months,8/1/2026,Unit address: 30 Park Lane North,3,4,bedroom_split,,Bedroom 1,Bedroom 2,Bedroom 3,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/bisby/residence-1416/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-bisby_1606,newport_rentals,Bisby 1606,1B1B,1,1,795,,4716,,12 months,Now,Unit address: 30 Park Lane North,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/bisby/residence-1606/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-bisby_1702,newport_rentals,Bisby 1702,2B2B,2,2,1267,,6796,,12 months,7/9/2026,Unit address: 30 Park Lane North,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/bisby/residence-1702/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-bisby_1906,newport_rentals,Bisby 1906,1B1B,1,1,795,,4731,,12 months,7/28/2026,Unit address: 30 Park Lane North,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/bisby/residence-1906/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-bisby_2006,newport_rentals,Bisby 2006,1B1B,1,1,795,,4736,,12 months,Now,Unit address: 30 Park Lane North,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/bisby/residence-2006/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-bisby_2411,newport_rentals,Bisby 2411,1B1B,1,1,827,,4836,,12 months,8/3/2026,Unit address: 30 Park Lane North,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/bisby/residence-2411/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-bisby_2415,newport_rentals,Bisby 2415,2B2B,2,2,1292,,7726,,12 months,6/2/2026,Unit address: 30 Park Lane North,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/bisby/residence-2415/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-bisby_2507,newport_rentals,Bisby 2507,1B1B,1,1,780,,4791,,12 months,6/6/2026,Unit address: 30 Park Lane North,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/bisby/residence-2507/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-bisby_2702,newport_rentals,Bisby 2702,2B2B,2,2,1267,,6796,,12 months,8/2/2026,Unit address: 30 Park Lane North,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/bisby/residence-2702/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-bisby_2711,newport_rentals,Bisby 2711,1B1B,1,1,827,,4851,,12 months,7/7/2026,Unit address: 30 Park Lane North,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/bisby/residence-2711/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-bisby_2805,newport_rentals,Bisby 2805,1B1B,1,1,773,,4806,,12 months,Now,Unit address: 30 Park Lane North,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/bisby/residence-2805/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-bisby_3008,newport_rentals,Bisby 3008,2B2B,2,2,1266,,7076,,12 months,6/4/2026,Unit address: 30 Park Lane North,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/bisby/residence-3008/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-east_hampton_207,newport_rentals,East Hampton 207,Studio 1B,0,1,606,,3254,,12 months,Now,Unit address: 30 River Court,1,1,whole_unit,,Whole studio,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/east-hampton/residence-207/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-east_hampton_215,newport_rentals,East Hampton 215,1B1B,1,1,828,,3820,,12 months,7/5/2026,Unit address: 30 River Court,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/east-hampton/residence-215/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-east_hampton_303,newport_rentals,East Hampton 303,2B2B,2,2,1127,,5534,,12 months,6/5/2026,Unit address: 30 River Court,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/east-hampton/residence-303/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-east_hampton_612,newport_rentals,East Hampton 612,2B2B,2,2,1214,,5524,,12 months,7/9/2026,Unit address: 30 River Court,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/east-hampton/residence-612/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-east_hampton_711,newport_rentals,East Hampton 711,1B1B,1,1,743,,3675,,12 months,7/18/2026,Unit address: 30 River Court,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/east-hampton/residence-711/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-east_hampton_1008,newport_rentals,East Hampton 1008,1B1B,1,1,832,,4085,,12 months,6/27/2026,Unit address: 30 River Court,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/east-hampton/residence-1008/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-east_hampton_1107,newport_rentals,East Hampton 1107,Studio 1B,0,1,606,,3449,,12 months,6/8/2026,Unit address: 30 River Court,1,1,whole_unit,,Whole studio,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/east-hampton/residence-1107/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-east_hampton_1415,newport_rentals,East Hampton 1415,1B1B,1,1,828,,3900,,12 months,6/16/2026,Unit address: 30 River Court,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/east-hampton/residence-1415/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-east_hampton_2101,newport_rentals,East Hampton 2101,1B1B,1,1,862,,4160,,12 months,Now,Unit address: 30 River Court,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/east-hampton/residence-2101/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-east_hampton_2310,newport_rentals,East Hampton 2310,2B2B,2,2,1251,,5744,,12 months,5/31/2026,Unit address: 30 River Court,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/east-hampton/residence-2310/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-east_hampton_3110,newport_rentals,East Hampton 3110,2B2B,2,2,1251,,5784,,12 months,6/10/2026,Unit address: 30 River Court,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/east-hampton/residence-3110/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-ellipse_504,newport_rentals,Ellipse 504,2B2B,2,2,1218,,6346,,12 months,7/31/2026,Unit address: 25 Park Lane South,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/ellipse/residence-504/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-ellipse_704,newport_rentals,Ellipse 704,2B2B,2,2,1157,,6606,,12 months,Now,Unit address: 25 Park Lane South,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/ellipse/residence-704/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-ellipse_710,newport_rentals,Ellipse 710,1B1B,1,1,759,,4571,,12 months,Now,Unit address: 25 Park Lane South,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/ellipse/residence-710/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-ellipse_910,newport_rentals,Ellipse 910,1B1B,1,1,759,,4581,,12 months,6/29/2026,Unit address: 25 Park Lane South,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/ellipse/residence-910/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-ellipse_1003,newport_rentals,Ellipse 1003,1B1B,1,1,815,,4751,,12 months,6/18/2026,Unit address: 25 Park Lane South,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/ellipse/residence-1003/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-ellipse_1101,newport_rentals,Ellipse 1101,1B1B,1,1,825,,4606,,12 months,7/22/2026,Unit address: 25 Park Lane South,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/ellipse/residence-1101/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-ellipse_1203,newport_rentals,Ellipse 1203,1B1B,1,1,813,,4811,,12 months,Now,Unit address: 25 Park Lane South,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/ellipse/residence-1203/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-ellipse_1407,newport_rentals,Ellipse 1407,Studio 1B,0,1,510,,3647,,12 months,7/21/2026,Unit address: 25 Park Lane South,1,1,whole_unit,,Whole studio,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/ellipse/residence-1407/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-ellipse_1410,newport_rentals,Ellipse 1410,1B1B,1,1,759,,4601,,12 months,Now,Unit address: 25 Park Lane South,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/ellipse/residence-1410/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-ellipse_1706,newport_rentals,Ellipse 1706,1B1B,1,1,742,,4516,,12 months,6/6/2026,Unit address: 25 Park Lane South,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/ellipse/residence-1706/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-ellipse_2102,newport_rentals,Ellipse 2102,1B1B,1,1,753,,4601,,12 months,Now,Unit address: 25 Park Lane South,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/ellipse/residence-2102/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-ellipse_2310,newport_rentals,Ellipse 2310,1B1B,1,1,759,,4646,,12 months,Now,Unit address: 25 Park Lane South,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/ellipse/residence-2310/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-ellipse_2410,newport_rentals,Ellipse 2410,1B1B,1,1,759,,4651,,12 months,7/1/2026,Unit address: 25 Park Lane South,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/ellipse/residence-2410/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-ellipse_2506,newport_rentals,Ellipse 2506,1B1B,1,1,742,,4556,,12 months,7/22/2026,Unit address: 25 Park Lane South,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/ellipse/residence-2506/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-ellipse_2810,newport_rentals,Ellipse 2810,1B1B,1,1,759,,4671,,12 months,6/26/2026,Unit address: 25 Park Lane South,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/ellipse/residence-2810/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-ellipse_2905,newport_rentals,Ellipse 2905,2B2B,2,2,1207,,7006,,12 months,7/6/2026,Unit address: 25 Park Lane South,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/ellipse/residence-2905/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-ellipse_2907,newport_rentals,Ellipse 2907,Studio 1B,0,1,510,,3722,,12 months,7/2/2026,Unit address: 25 Park Lane South,1,1,whole_unit,,Whole studio,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/ellipse/residence-2907/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-ellipse_3004,newport_rentals,Ellipse 3004,2B2B,2,2,1157,,7091,,12 months,6/8/2026,Unit address: 25 Park Lane South,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/ellipse/residence-3004/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-ellipse_3107,newport_rentals,Ellipse 3107,Studio 1B,0,1,510,,3732,,12 months,Now,Unit address: 25 Park Lane South,1,1,whole_unit,,Whole studio,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/ellipse/residence-3107/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-ellipse_3501,newport_rentals,Ellipse 3501,1B1B,1,1,835,,4721,,12 months,Now,Unit address: 25 Park Lane South,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/ellipse/residence-3501/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-ellipse_3504,newport_rentals,Ellipse 3504,2B2B,2,2,1157,,7116,,12 months,Now,Unit address: 25 Park Lane South,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/ellipse/residence-3504/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-ellipse_3907,newport_rentals,Ellipse 3907,Studio 1B,0,1,507,,3772,,12 months,7/3/2026,Unit address: 25 Park Lane South,1,1,whole_unit,,Whole studio,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/ellipse/residence-3907/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-ellipse_3910,newport_rentals,Ellipse 3910,1B1B,1,1,766,,4751,,12 months,6/7/2026,Unit address: 25 Park Lane South,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/ellipse/residence-3910/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-ellipse_4107,newport_rentals,Ellipse 4107,Studio 1B,0,1,507,,3782,,12 months,6/15/2026,Unit address: 25 Park Lane South,1,1,whole_unit,,Whole studio,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/ellipse/residence-4107/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-laguna_101,newport_rentals,Laguna 101,2B2B,2,2,972,,6141,,12 months,Now,Unit address: 45 Park Lane South,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/laguna/residence-101/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-laguna_305,newport_rentals,Laguna 305,1B1B,1,1,759,,4251,,12 months,Now,Unit address: 45 Park Lane South,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/laguna/residence-305/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-laguna_401,newport_rentals,Laguna 401,1B1B,1,1,846,,4241,,12 months,7/25/2026,Unit address: 45 Park Lane South,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/laguna/residence-401/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-laguna_403,newport_rentals,Laguna 403,2B2B,2,2,1351,,6475,,12 months,7/8/2026,Unit address: 45 Park Lane South,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/laguna/residence-403/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-laguna_503,newport_rentals,Laguna 503,2B2B,2,2,1351,,6481,,12 months,Now,Unit address: 45 Park Lane South,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/laguna/residence-503/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-laguna_512,newport_rentals,Laguna 512,2B2B,2,2,1086,,5971,,12 months,Now,Unit address: 45 Park Lane South,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/laguna/residence-512/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-laguna_610,newport_rentals,Laguna 610,1B1B,1,1,838,,4151,,12 months,6/4/2026,Unit address: 45 Park Lane South,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/laguna/residence-610/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-laguna_802,newport_rentals,Laguna 802,1B1B,1,1,819,,4286,,12 months,Now,Unit address: 45 Park Lane South,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/laguna/residence-802/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-laguna_804,newport_rentals,Laguna 804,2B2B,2,2,1300,,6471,,12 months,7/23/2026,Unit address: 45 Park Lane South,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/laguna/residence-804/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-laguna_805,newport_rentals,Laguna 805,2B2B,2,2,1287,,6471,,12 months,Now,Unit address: 45 Park Lane South,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/laguna/residence-805/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-laguna_1001,newport_rentals,Laguna 1001,1B1B,1,1,846,,4196,,12 months,7/5/2026,Unit address: 45 Park Lane South,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/laguna/residence-1001/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-laguna_1104,newport_rentals,Laguna 1104,2B2B,2,2,1300,,6361,,12 months,7/15/2026,Unit address: 45 Park Lane South,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/laguna/residence-1104/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-laguna_1503,newport_rentals,Laguna 1503,2B2B,2,2,1351,,6401,,12 months,6/28/2026,Unit address: 45 Park Lane South,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/laguna/residence-1503/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-laguna_1709,newport_rentals,Laguna 1709,2B2B,2,2,1352,,6536,,12 months,6/9/2026,Unit address: 45 Park Lane South,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/laguna/residence-1709/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-laguna_1808,newport_rentals,Laguna 1808,2B2B,2,2,1301,,6541,,12 months,7/31/2026,Unit address: 45 Park Lane South,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/laguna/residence-1808/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-lincoln_house_225,newport_rentals,Lincoln House 225,2B2B,2,2,982,,4300,,12 months,6/8/2026,Unit address: 204 Tenth Street,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/lincoln-house/residence-225/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-lincoln_house_312,newport_rentals,Lincoln House 312,1B1B,1,1,705,,3497,,12 months,Now,Unit address: 204 Tenth Street,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/lincoln-house/residence-312/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
